Cruise Embark Date,Age Banding,Cruise Ship Name,SubTrade,Lifestage,Lead Time (Days),Mosaic Group,Mosaic Type,Net Weekly HH Income,Total Children,Faretype,Cabin Meta,Cruise Experience,Cruises Completed with HAL,Region,Contactability,Duration
2/9/2018,55 - 64 Years,Koningsdam,Western Mediterranean,Empty Nesters,96,Prestige Positions,Alpha Families,548,0,Select Fare,Mini Suite,Past Guest,2,US West Coast,Mailable and Emailable,13
29/12/2017,55 - 64 Years,Amsterdam,Coastals,Empty Nesters,357,Prestige Positions,Premium Fortunes,548,0,Select Fare,Inside,Past Guest,8,Japan,Mailable and Emailable,5
31/08/2018,55 - 64 Years,Zaandam,Coastals,Empty Nesters,76,Suburban Stability,Fledgling Free,548,0,Select Fare,Inside,Past Guest,9,Japan,Mailable and Emailable,3
25/02/2018,55 - 64 Years,Prinsendam,North Cape,Empty Nesters,554,Modest Traditions,Self Supporters,548,0,Select Fare,Balcony,Past Guest,1,US West Coast,Mailable and Emailable,12
1/12/2017,45 - 54 Years,Prinsendam,Coastals,Empty Nesters,240,Domestic Success,Thriving Independence,548,0,Select Fare,Balcony,Past Guest,2,US West Coast,Emailable Only,2
2/9/2018,75 - 84 Years,Koningsdam,Western Mediterranean,Elderly Couples,207,Senior Security,Legacy Elders,548,0,Select Fare,Balcony,Past Guest,1,US West Coast,Mailable Only,13
11/8/2018,55 - 64 Years,Eurodam,Western Mediterranean,Empty Nesters,191,Prestige Positions,Premium Fortunes,548,0,Early Saver,Deluxe Balcony,Past Guest,23,Australia,Mailable Only,14
24/06/2018,55 - 64 Years,Nieuw Statendam,Baltic,Empty Nesters,258,Urban Cohesion,Ageing Access,548,0,Select Fare,Balcony,Newcomer,0,Australia,Mailable and Emailable,14
21/12/2017,65 - 74 Years,Koningsdam,Atlantic Islands,Older Singles,356,Vintage Value,Pocket Pensions,548,0,Select Fare,Outside,Past Guest,25,US West Coast,Mailable Only,14
14/09/2018,55 - 64 Years,Westerdam,Coastals,Empty Nesters,73,Prestige Positions,Bank of Mum and Dad,548,0,Select Fare,Mini Suite,Past Guest,2,US West Coast,Mailable Only,2
16/12/2017,35 - 44 Years,Westerdam,Coastals,Family,292,Suburban Stability,Fledgling Free,548,1,Select Fare,Inside,Past Guest,4,US West Coast,Mailable and Emailable,3
8/7/2018,65 - 74 Years,Zaandam,Baltic,Retired Couples,178,Prestige Positions,Bank of Mum and Dad,548,0,Saver,Outside,Past Guest,4,US West Coast,Emailable Only,14
27/04/2018,35 - 44 Years,Eurodam,Coastals,PreFamily,343,Suburban Stability,Boomerang Boarders,548,0,Select Fare,Balcony,Past Guest,7,US West Coast,Mailable and Emailable,2
11/5/2018,45 - 54 Years,Nieuw Statendam,Coastals,Empty Nesters,55,Suburban Stability,Family Ties,548,0,Saver,Outside,Past Guest,9,US West Coast,Mailable and Emailable,2
21/04/2018,75 - 84 Years,Koningsdam,Atlantic Islands,Elderly Couples,40,Prestige Positions,Diamond Days,548,0,Saver,Outside,Past Guest,9,US West Coast,Emailable Only,13
27/04/2018,45 - 54 Years,Eurodam,Coastals,Family,361,Domestic Success,Mid-Career Convention,548,0,Select Fare,Balcony,Past Guest,5,US West Coast,Mailable and Emailable,2
16/09/2018,45 - 54 Years,Nieuw Statendam,Western Mediterranean,Empty Nesters,701,Aspiring Homemakers,First-Rung Futures,548,0,Select Fare,Balcony,Past Guest,9,US West Coast,Mailable Only,14
20/10/2018,65 - 74 Years,Zaandam,Panama Canal,Retired Couples,774,Vintage Value,Pocket Pensions,548,0,Early Saver,Outside,Past Guest,2,US West Coast,Mailable Only,28
4/1/2018,75 - 84 Years,Koningsdam,Panama Canal,Elderly Couples,77,Senior Security,Classic Grandparents,548,0,Select Fare,Mini Suite,Past Guest,1,US West Coast,Emailable Only,28
24/06/2018,65 - 74 Years,Nieuw Statendam,Baltic,Retired Couples,197,Senior Security,Solo Retirees,548,0,Select Fare,Balcony,Past Guest,8,US West Coast,Mailable and Emailable,14
9/11/2018,75 - 84 Years,Amsterdam,Atlantic Islands,Older Singles,78,Prestige Positions,Diamond Days,548,0,Saver,Outside,Past Guest,8,US West Coast,Mailable and Emailable,12
10/11/2018,35 - 44 Years,Koningsdam,Coastals,PreFamily,5,Suburban Stability,Family Ties,548,0,Select Fare,Inside,Past Guest,23,US West Coast,Emailable Only,2
5/2/2018,65 - 74 Years,Koningsdam,Panama Canal,Retired Couples,668,Modest Traditions,Offspring Overspill,548.1,0,Select Fare,Balcony,Past Guest,1,US West Coast,Mailable and Emailable,35
24/10/2018,75 - 84 Years,Prinsendam,Western Mediterranean,Elderly Couples,256,Country Living,Village Retirement,548.1,0,Select Fare,Balcony,Past Guest,3,US West Coast,Mailable and Emailable,18
27/01/2018,65 - 74 Years,Eurodam,Caribbean Southern,Retired Couples,325,Prestige Positions,Empty-Nest Adventure,548.1,0,Select Fare,Outside,Past Guest,20,US West Coast,Mailable Only,14
19/10/2018,55 - 64 Years,Eurodam,Caribbean Transatlantic,Empty Nesters,263,Suburban Stability,Fledgling Free,548.1,0,Select Fare,Mini Suite,Past Guest,1,South America,Mailable Only,14
9/6/2018,75 - 84 Years,Eurodam,Baltic,Elderly Couples,233,Senior Security,Classic Grandparents,548.1,0,Select Fare,Balcony,Newcomer,0,South America,Mailable Only,14
23/12/2017,45 - 54 Years,Nieuw Statendam,Caribbean Southern,Family,624,Prestige Positions,Alpha Families,548.1,0,Select Fare,Balcony,Past Guest,2,South America,Emailable Only,14
6/1/2018,55 - 64 Years,Nieuw Statendam,Caribbean Southern,Empty Nesters,287,Suburban Stability,Fledgling Free,548.1,0,Select Fare,Inside,Past Guest,3,US West Coast,Emailable Only,14
19/05/2018,55 - 64 Years,Eurodam,Norway Fjord,Empty Nesters,39,Suburban Stability,Boomerang Boarders,548.1,0,Select Fare,Balcony,Past Guest,7,South America,Emailable Only,7
15/06/2018,45 - 54 Years,Koningsdam,Coastals,Empty Nesters,262,Suburban Stability,Boomerang Boarders,548.1,0,Select Fare,Outside,Past Guest,16,South America,Mailable and Emailable,2
9/3/2018,75 - 84 Years,Prinsendam,Atlantic Islands,Elderly Couples,119,Senior Security,Legacy Elders,548.1,0,Select Fare,Inside,Past Guest,6,US West Coast,Mailable and Emailable,12
18/10/2018,75 - 84 Years,Amsterdam,Alaska RT YVR,Elderly Couples,188,Vintage Value,Aided Elderly,548.1,0,Select Fare,Balcony,Past Guest,7,US West Coast,Mailable Only,8
12/10/2018,75 - 84 Years,Nieuw Statendam,Western Mediterranean,Elderly Couples,40,Senior Security,Solo Retirees,548.1,0,Select Fare,Balcony,Past Guest,2,South America,Mailable and Emailable,14
30/09/2018,65 - 74 Years,Eurodam,Western Mediterranean,Retired Couples,94,Senior Security,Bungalow Haven,548.1,0,Saver,Deluxe Balcony,Past Guest,8,US West Coast,Mailable Only,12
12/1/2018,65 - 74 Years,Eurodam,Caribbean Southern,Retired Couples,555,Senior Security,Classic Grandparents,548.3,0,Select Fare,Balcony,Past Guest,8,US West Coast,Mailable and Emailable,14
8/9/2018,55 - 64 Years,Eurodam,Norway Fjord,Empty Nesters,68,Domestic Success,Mid-Career Convention,548.3,0,Select Fare,Inside,Past Guest,2,US West Coast,Mailable and Emailable,7
21/12/2017,75 - 84 Years,Prinsendam,Atlantic Islands,Elderly Couples,51,Senior Security,Classic Grandparents,548.3,0,Early Saver,Inside,Past Guest,3,US West Coast,Emailable Only,16
26/07/2018,65 - 74 Years,Amsterdam,Japan,Retired Couples,150,Suburban Stability,Fledgling Free,548.3,0,Select Fare,Inside,Past Guest,1,US West Coast,Mailable Only,7
5/2/2018,65 - 74 Years,Koningsdam,Panama Canal,Retired Couples,76,Country Living,Village Retirement,548.3,0,Select Fare,Balcony,Past Guest,1,US West Coast,Emailable Only,35
6/4/2018,75 - 84 Years,Eurodam,Alaska RT Seattle,Elderly Couples,232,Senior Security,Legacy Elders,548.3,0,FF,Balcony,Past Guest,8,US West Coast,Emailable Only,7
19/12/2017,75 - 84 Years,Westerdam,Baltic,Older Singles,195,Senior Security,Legacy Elders,548.3,0,Select Fare,Balcony,Past Guest,1,US Central,Mailable Only,10
5/10/2018,75 - 84 Years,Prinsendam,Australia/NZ,Elderly Couples,36,Vintage Value,Aided Elderly,548.3,0,Early Saver,Balcony,Newcomer,0,US Central,Mailable and Emailable,19
6/5/2018,75 - 84 Years,Eurodam,Atlantic Islands,Older Singles,192,Vintage Value,Pocket Pensions,548.3,0,Saver,Balcony,Past Guest,2,US West Coast,Emailable Only,13
27/09/2018,75 - 84 Years,Amsterdam,Australia/NZ,Elderly Couples,48,Prestige Positions,Premium Fortunes,548.4,0,Select Fare,Inside,Past Guest,1,US Central,Mailable Only,7
17/11/2018,65 - 74 Years,Eurodam,Caribbean Eastern,Retired Couples,195,Senior Security,Legacy Elders,548.4,0,Select Fare,Deluxe Balcony,Past Guest,4,US Central,Mailable Only,14
7/12/2017,75 - 84 Years,Prinsendam,Atlantic Islands,Elderly Couples,69,Prestige Positions,Diamond Days,548.4,0,Select Fare,Outside,Past Guest,5,US Central,Mailable and Emailable,14
25/08/2018,65 - 74 Years,Eurodam,Norway Fjord,Retired Couples,75,Prestige Positions,Empty-Nest Adventure,548.4,0,Select Fare,Outside,Past Guest,1,US West Coast,Emailable Only,7
24/10/2018,85 - 94 Years,Prinsendam,Western Mediterranean,Elderly Couples,64,Prestige Positions,Diamond Days,548.4,0,Select Fare,Inside,Past Guest,12,US West Coast,Mailable and Emailable,18
8/6/2018,65 - 74 Years,Koningsdam,Alaska RT Seattle,Retired Couples,137,Prestige Positions,Empty-Nest Adventure,548.4,0,Select Fare,Balcony,Past Guest,6,US Central,Mailable Only,7
9/12/2017,65 - 74 Years,Koningsdam,Alaska RT Seattle,Retired Couples,65,Country Living,Village Retirement,548.5,0,Select Fare,Deluxe Balcony,Past Guest,5,US Central,Emailable Only,12
31/08/2018,65 - 74 Years,Westerdam,Baltic,Retired Couples,53,Senior Security,Classic Grandparents,548.5,0,Early Saver,Inside,Past Guest,6,US Central,Emailable Only,14
8/9/2018,55 - 64 Years,Eurodam,Norway Fjord,Family,313,Rural Reality,Satellite Settlers,548.5,0,Early Saver,Inside,Past Guest,1,US West Coast,Emailable Only,7
8/7/2018,65 - 74 Years,Nieuw Statendam,Norway Fjord,Retired Couples,86,Country Living,Village Retirement,548.5,0,Select Fare,Mini Suite,Past Guest,9,US Central,Emailable Only,7
17/08/2018,85 - 94 Years,Zaandam,Baltic,Elderly Couples,283,Prestige Positions,Empty-Nest Adventure,548.5,0,Select Fare,Outside,Past Guest,8,US West Coast,Emailable Only,14
24/02/2018,75 - 84 Years,Eurodam,Caribbean Southern,Elderly Couples,86,Country Living,Wealthy Landowners,548.6,0,Select Fare,Balcony,Past Guest,22,US West Coast,Mailable and Emailable,14
16/12/2017,45 - 54 Years,Westerdam,Coastals,Empty Nesters,22,Suburban Stability,Boomerang Boarders,548.6,0,Select Fare,Outside,Past Guest,11,South America,Mailable Only,3
28/09/2018,45 - 54 Years,Eurodam,Coastals,Empty Nesters,20,Suburban Stability,Boomerang Boarders,548.6,0,Saver,Inside,Past Guest,2,US West Coast,Mailable Only,2
27/10/2018,25 - 34 Years,Koningsdam,Coastals,PreFamily,33,Prestige Positions,Premium Fortunes,548.6,0,Select Fare,Inside,Past Guest,2,US West Coast,Mailable and Emailable,2
16/12/2017,65 - 74 Years,Zaandam,Panama Canal,Retired Couples,635,Senior Security,Classic Grandparents,548.7,0,Saver,Outside,Past Guest,4,US West Coast,Mailable Only,24
17/06/2018,45 - 54 Years,Koningsdam,Western Mediterranean,Empty Nesters,301,Suburban Stability,Family Ties,548.7,0,Select Fare,Suite,Past Guest,23,South America,Mailable and Emailable,14
26/11/2018,55 - 64 Years,Koningsdam,Atlantic Islands,Empty Nesters,73,Prestige Positions,Premium Fortunes,548.7,0,Select Fare,Mini Suite,Past Guest,1,US West Coast,Mailable Only,13
3/11/2018,65 - 74 Years,Eurodam,Caribbean Eastern,Retired Couples,124,Senior Security,Legacy Elders,548.7,0,Select Fare,Deluxe Balcony,Past Guest,7,US East Coast,Emailable Only,14
1/9/2018,65 - 74 Years,Prinsendam,Atlantic Islands,Retired Couples,336,Prestige Positions,Empty-Nest Adventure,549,0,Select Fare,Deluxe Balcony,Past Guest,7,US East Coast,Emailable Only,16
23/02/2018,65 - 74 Years,Veendam,Caribbean Eastern,Retired Couples,339,Suburban Stability,Fledgling Free,549,0,Early Saver,Inside,Past Guest,5,US West Coast,Mailable Only,14
15/09/2018,55 - 64 Years,Eurodam,Atlantic Islands,Family,181,Country Living,Wealthy Landowners,549,0,Early Saver,Inside,Past Guest,1,South America,Emailable Only,13
19/05/2018,65 - 74 Years,Eurodam,Norway Fjord,Retired Couples,67,Prestige Positions,Empty-Nest Adventure,549,0,FF,Outside,Past Guest,8,US West Coast,Emailable Only,7
2/3/2018,65 - 74 Years,Nieuw Statendam,Caribbean Southern,Retired Couples,94,Prestige Positions,Empty-Nest Adventure,549,0,Select Fare,Balcony,Past Guest,4,South America,Mailable and Emailable,14
6/4/2018,65 - 74 Years,Eurodam,Alaska RT Seattle,Retired Couples,32,Prestige Positions,Diamond Days,549,0,Early Saver,Inside,Past Guest,3,South America,Mailable and Emailable,7
20/05/2018,85 - 94 Years,Nieuw Statendam,Alaska RT Seattle,Elderly Couples,180,Vintage Value,Aided Elderly,549,0,Saver,Inside,Past Guest,4,US West Coast,Emailable Only,7
24/10/2018,55 - 64 Years,Prinsendam,Western Mediterranean,Family,319,Suburban Stability,Boomerang Boarders,549,0,Saver,Inside,Past Guest,3,South America,Emailable Only,18
29/07/2018,65 - 74 Years,Nieuw Statendam,Western Mediterranean,Retired Couples,682,Prestige Positions,Empty-Nest Adventure,549,0,Saver,Outside,Past Guest,1,US West Coast,Mailable Only,14
9/4/2018,75 - 84 Years,Koningsdam,Alaska RT Seattle,Elderly Couples,52,Senior Security,Classic Grandparents,549,0,Select Fare,Balcony,Past Guest,4,US West Coast,Mailable Only,12
29/12/2017,55 - 64 Years,Eurodam,Caribbean Southern,Empty Nesters,527,Prestige Positions,Empty-Nest Adventure,549,0,Select Fare,Balcony,Past Guest,1,US West Coast,Mailable and Emailable,14
9/9/2018,55 - 64 Years,Nieuw Statendam,Alaska RT Seattle,Empty Nesters,32,Suburban Stability,Dependable Me,549,0,Select Fare,Inside,Past Guest,1,US West Coast,Mailable Only,7
15/09/2018,65 - 74 Years,Eurodam,Atlantic Islands,Retired Couples,49,Prestige Positions,Empty-Nest Adventure,549.1,0,Select Fare,Outside,Past Guest,1,US West Coast,Mailable Only,13
16/12/2017,75 - 84 Years,Zaandam,Panama Canal,Elderly Couples,625,Prestige Positions,Empty-Nest Adventure,549.1,0,Saver,Balcony,Past Guest,1,US West Coast,Mailable and Emailable,24
3/9/2018,65 - 74 Years,Zaandam,Canada / New England,Retired Couples,170,Suburban Stability,Fledgling Free,549.1,0,Select Fare,Balcony,Past Guest,1,US West Coast,Emailable Only,30
30/08/2018,55 - 64 Years,Amsterdam,Australia/NZ,Empty Nesters,88,Domestic Success,Thriving Independence,549.1,0,Select Fare,Balcony,Past Guest,23,US West Coast,Emailable Only,7
12/10/2018,75 - 84 Years,Eurodam,Alaska RT Seattle,Elderly Couples,63,Senior Security,Bungalow Haven,549.1,0,Early Saver,Inside,Past Guest,1,US West Coast,Emailable Only,7
21/12/2017,75 - 84 Years,Prinsendam,Atlantic Islands,Elderly Couples,127,Senior Security,Bungalow Haven,549.1,0,Select Fare,Mini Suite,Past Guest,5,US West Coast,Mailable Only,16
7/12/2017,65 - 74 Years,Prinsendam,Atlantic Islands,Retired Couples,6,Prestige Positions,Diamond Days,549.1,0,Select Fare,Mini Suite,Past Guest,3,US West Coast,Mailable Only,14
19/04/2018,65 - 74 Years,Zaandam,Alaska RT Seattle,Retired Couples,34,Rural Reality,Scattered Homesteads,549.2,0,Select Fare,Balcony,Past Guest,2,US West Coast,Mailable and Emailable,15
16/09/2018,65 - 74 Years,Westerdam,Canada / New England,Retired Couples,531,Prestige Positions,Empty-Nest Adventure,549.2,0,Select Fare,Mini Suite,Past Guest,1,US West Coast,Mailable and Emailable,24
4/7/2018,55 - 64 Years,Westerdam,Western Mediterranean,Empty Nesters,219,Prestige Positions,Empty-Nest Adventure,549.2,0,Select Fare,Suite,Past Guest,11,US West Coast,Emailable Only,17
15/09/2018,45 - 54 Years,Koningsdam,Coastals,Empty Nesters,111,Modest Traditions,Self Supporters,549.2,0,Early Saver,Inside,Past Guest,9,US West Coast,Mailable and Emailable,3
21/12/2017,75 - 84 Years,Prinsendam,Atlantic Islands,Elderly Couples,409,Senior Security,Legacy Elders,549.2,0,Early Saver,Balcony,Newcomer,0,US West Coast,Mailable Only,16
9/3/2018,75 - 84 Years,Westerdam,North Cape,Elderly Couples,165,Senior Security,Classic Grandparents,549.2,0,Saver,Outside,Past Guest,1,US West Coast,Mailable Only,12
4/7/2018,55 - 64 Years,Westerdam,Western Mediterranean,Empty Nesters,499,Country Living,Wealthy Landowners,549.2,0,Early Saver,Outside,Past Guest,2,US West Coast,Mailable Only,17
1/9/2018,65 - 74 Years,Eurodam,Alaska RT Seattle,Retired Couples,59,Country Living,Wealthy Landowners,549.4,0,Select Fare,Outside,Past Guest,15,US West Coast,Mailable and Emailable,7
16/09/2018,65 - 74 Years,Westerdam,Canada / New England,Retired Couples,551,Country Living,Village Retirement,549.4,0,Select Fare,Balcony,Past Guest,5,US West Coast,Emailable Only,24
12/11/2018,55 - 64 Years,Koningsdam,Alaska RT Seattle,Empty Nesters,49,Country Living,Village Retirement,549.4,0,Early Saver,Inside,Past Guest,2,US West Coast,Emailable Only,11
30/03/2018,75 - 84 Years,Nieuw Statendam,Alaska RT Seattle,Elderly Couples,256,Prestige Positions,Empty-Nest Adventure,549.4,0,Select Fare,Outside,Past Guest,21,US West Coast,Mailable and Emailable,7
20/01/2018,65 - 74 Years,Nieuw Statendam,Caribbean Southern,Retired Couples,313,Country Living,Wealthy Landowners,549.4,0,Select Fare,Outside,Past Guest,21,US West Coast,Emailable Only,14
29/12/2017,45 - 54 Years,Westerdam,Coastals,Family,630,Rural Reality,Satellite Settlers,549.4,1,Select Fare,Balcony,Past Guest,1,US West Coast,Mailable and Emailable,5
15/07/2018,65 - 74 Years,Nieuw Statendam,Alaska RT Seattle,Retired Couples,132,Rural Reality,Outlying Seniors,549.4,0,Early Saver,Balcony,Past Guest,2,US West Coast,Mailable Only,7
5/8/2018,65 - 74 Years,Zaandam,Norway Fjord,Retired Couples,317,Prestige Positions,Empty-Nest Adventure,549.4,0,Select Fare,Inside,Past Guest,6,US West Coast,Mailable and Emailable,12
23/02/2018,65 - 74 Years,Veendam,Caribbean Eastern,Retired Couples,396,Prestige Positions,Diamond Days,549.4,0,Select Fare,Inside,Past Guest,2,US West Coast,Emailable Only,14
26/10/2018,65 - 74 Years,Nieuw Statendam,Caribbean Transatlantic,Retired Couples,246,Senior Security,Classic Grandparents,549.5,0,Select Fare,Balcony,Past Guest,6,US West Coast,Mailable and Emailable,15
28/10/2018,75 - 84 Years,Westerdam,Australia/NZ,Family,116,Prestige Positions,Diamond Days,549.5,0,Select Fare,Deluxe Balcony,Past Guest,5,US West Coast,Mailable and Emailable,17
12/10/2018,75 - 84 Years,Nieuw Statendam,Western Mediterranean,Elderly Couples,19,Prestige Positions,Empty-Nest Adventure,549.5,0,Early Saver,Balcony,Past Guest,5,US West Coast,Emailable Only,14
11/5/2018,55 - 64 Years,Zaandam,Australia/NZ,Empty Nesters,489,Suburban Stability,Boomerang Boarders,549.5,0,Select Fare,Inside,Past Guest,17,US West Coast,Mailable and Emailable,17
16/06/2018,55 - 64 Years,Westerdam,TransPacific,Empty Nesters,373,Suburban Stability,Dependable Me,549.5,0,Select Fare,Inside,Newcomer,0,US West Coast,Mailable and Emailable,14
15/07/2018,75 - 84 Years,Nieuw Statendam,Alaska RT Seattle,Elderly Couples,37,Senior Security,Solo Retirees,549.5,0,Select Fare,Balcony,Past Guest,3,US West Coast,Mailable Only,7
11/2/2018,75 - 84 Years,Amsterdam,Panama Canal,Elderly Couples,679,Senior Security,Classic Grandparents,549.5,0,Select Fare,Balcony,Past Guest,3,US West Coast,Mailable and Emailable,28
24/06/2018,75 - 84 Years,Nieuw Statendam,Baltic,Elderly Couples,643,Prestige Positions,Diamond Days,549.5,0,Select Fare,Balcony,Past Guest,13,US West Coast,Mailable and Emailable,14
11/8/2018,55 - 64 Years,Prinsendam,Coastals,Empty Nesters,10,Domestic Success,Thriving Independence,549.5,0,Select Fare,Inside,Past Guest,20,US West Coast,Mailable Only,2
26/08/2018,65 - 74 Years,Koningsdam,Alaska RT Seattle,Retired Couples,212,Prestige Positions,Empty-Nest Adventure,549.5,0,FF,Balcony,Past Guest,5,US West Coast,Emailable Only,7
5/2/2018,65 - 74 Years,Koningsdam,Panama Canal,Retired Couples,282,Modest Traditions,Offspring Overspill,549.5,0,Select Fare,Mini Suite,Past Guest,26,US West Coast Coast,Emailable Only,35
3/12/2017,55 - 64 Years,Prinsendam,Coastals,Empty Nesters,252,City Prosperity,Metro High-Flyers,549.5,0,Select Fare,Suite,Past Guest,1,US West Coast Coast,Mailable and Emailable,4
